x,y
292.81481481481484,425.81481481481484
297.60869565217394,426.9130434782609
287.90909090909093,434.77272727272725
266.54545454545456,396.77272727272725
260.3157894736842,356.94736842105266
282.6923076923077,433.96153846153845
287.89285714285717,429.89285714285717
228.3,310.925
302.2962962962963,427.55555555555554
296.3157894736842,436.3157894736842
299.6,434.93333333333334
292.27272727272725,436.04545454545456
297.8333333333333,431.3333333333333
293.0,431.0
273.6111111111111,389.55555555555554
271.0,386.8421052631579
268.32,391.84
319.2083333333333,444.0416666666667
262.37931034482756,391.7931034482759
264.5238095238095,401.14285714285717
262.0,397.0
215.5609756097561,307.0731707317073
211.0,301.275
249.34285714285716,323.1714285714286
236.75409836065575,321.11475409836066
248.51724137931035,329.48275862068965
221.54716981132074,317.92452830188677
254.78947368421052,331.63157894736844
310.6666666666667,446.0416666666667
314.36,442.52
318.2307692307692,438.9230769230769
306.875,436.6666666666667
303.0,432.85714285714283
302.57894736842104,437.94736842105266
308.92,441.6
312.625,437.6666666666667
310.2,433.5
306.8333333333333,430.25
306.2,453.56666666666666
329.0625,439.25
323.8076923076923,441.4230769230769
328.3529411764706,443.0
258.25,360.625
267.1904761904762,448.14285714285717
237.04761904761904,457.2857142857143
257.59090909090907,449.3636363636364
231.1153846153846,459.15384615384613
205.52380952380952,312.95238095238096
209.72727272727272,307.54545454545456
204.0344827586207,300.55172413793105
198.57692307692307,303.3076923076923
203.08,309.44
204.88888888888889,305.0
201.1153846153846,315.6923076923077
198.12,311.96
198.27272727272728,307.40909090909093
138.35714285714286,452.39285714285717
210.66666666666666,469.375
236.13636363636363,461.22727272727275
235.9,465.65
234.23076923076923,469.03846153846155
240.36,463.6
240.08333333333334,468.875
205.27272727272728,468.2121212121212
246.71428571428572,317.0952380952381
206.42857142857142,317.9047619047619
249.1578947368421,340.2631578947368
246.04545454545453,336.27272727272725
304.1666666666667,442.3333333333333
305.55172413793105,447.58620689655174
254.3913043478261,457.9130434782609
252.45,463.75
252.63333333333333,452.53333333333336
336.9230769230769,462.2307692307692
342.03846153846155,464.4230769230769
339.28125,468.59375
329.5238095238095,450.4761904761905
326.8333333333333,446.27777777777777
331.0,455.17391304347825
304.80645161290323,458.9032258064516
302.48148148148147,463.8888888888889
332.7083333333333,446.7083333333333
188.1,255.3
260.3076923076923,402.3076923076923
236.72413793103448,329.7413793103448
258.125,368.6875
258.89473684210526,406.2105263157895
268.7083333333333,443.7916666666667
263.05,446.35
273.34615384615387,441.53846153846155
277.51851851851853,437.81481481481484
226.0,465.1363636363636
221.08695652173913,464.5652173913044
224.92592592592592,460.44444444444446
230.69230769230768,463.8076923076923
211.27272727272728,462.40909090909093
205.1818181818182,463.0
215.9047619047619,464.6190476190476
211.85,466.45
218.2,461.15
213.85714285714286,425.3333333333333
185.45454545454547,463.27272727272725
192.58064516129033,310.1290322580645
192.15384615384616,299.65384615384613
197.2,299.24
192.77777777777777,305.1111111111111
191.11764705882354,332.4117647058824
191.8846153846154,319.84615384615387
194.5,315.5
197.51724137931035,320.0344827586207
188.26470588235293,314.6470588235294
162.13636363636363,459.09090909090907
128.55555555555554,459.22222222222223
132.96774193548387,455.7096774193548
129.82608695652175,464.1304347826087
119.15789473684211,458.10526315789474
115.58333333333333,453.7083333333333
109.44,454.68
113.7,457.4
223.0,468.95652173913044
217.55555555555554,469.0
228.74074074074073,468.962962962963
245.0,468.8
256.5,463.27272727272725
246.27272727272728,459.04545454545456
250.5,458.72727272727275
248.5,464.0
244.4090909090909,463.72727272727275
241.9,457.1333333333333
247.23076923076923,454.1923076923077
145.9,459.1
584.5111111111111,282.02222222222224
277.5,265.32142857142856
250.96774193548387,308.1290322580645
208.03846153846155,322.38461538461536
202.9,320.45
99.5,205.30769230769232
44.15686274509804,221.01960784313727
409.34615384615387,457.15384615384613
415.9166666666667,458.4166666666667
424.82142857142856,463.92857142857144
422.4230769230769,460.03846153846155
332.75,442.25
297.6060606060606,421.6060606060606
273.0,393.27777777777777
270.11764705882354,397.0
254.0,342.7826086956522
262.258064516129,347.03225806451616
260.2758620689655,351.48275862068965
268.375,346.0625
261.0967741935484,342.5483870967742
424.88,229.8
422.8333333333333,233.27777777777777
386.125,260.0
325.3333333333333,450.3333333333333
322.14285714285717,447.14285714285717
335.9130434782609,456.9130434782609
334.39130434782606,451.5217391304348
338.4,448.92
342.72727272727275,446.6363636363636
217.48275862068965,256.2413793103448
221.72,253.64
235.65384615384616,239.15384615384616
181.0,255.96774193548387
191.04,293.6
207.73529411764707,295.97058823529414
52.52,241.76
48.45161290322581,246.09677419354838
47.714285714285715,232.74285714285713
52.67857142857143,237.0
47.121212121212125,239.6060606060606
52.82857142857143,231.17142857142858
51.44444444444444,225.33333333333334
196.0,330.0
194.22727272727272,335.22727272727275
227.20689655172413,336.82758620689657
225.73529411764707,323.70588235294116
257.0,354.6111111111111
246.8421052631579,342.8421052631579
242.82608695652175,341.5652173913044
253.21428571428572,375.07142857142856
265.9583333333333,387.5833333333333
269.8181818181818,382.95454545454544
255.33333333333334,371.6666666666667
249.6153846153846,374.7692307692308
222.14285714285714,423.14285714285717
227.83333333333334,421.0833333333333
226.47727272727272,413.65909090909093
233.17073170731706,418.780487804878
254.88888888888889,408.55555555555554
254.5,403.88461538461536
170.77777777777777,461.3333333333333
209.4,425.5
206.5,422.0
205.5,426.5
119.32142857142857,373.2142857142857
136.33333333333334,362.30555555555554
185.34615384615384,326.46153846153845
190.42105263157896,329.10526315789474
187.4090909090909,320.27272727272725
176.9090909090909,320.59090909090907
153.6315789473684,459.7894736842105
149.5,461.1
156.7826086956522,462.95652173913044
149.77777777777777,455.8888888888889
153.6875,455.6875
158.0,457.85714285714283
139.3,463.5
141.84615384615384,458.2307692307692
134.07407407407408,462.44444444444446
137.125,458.2083333333333
125.04761904761905,450.8095238095238
126.31818181818181,455.1363636363636
130.0,451.3333333333333
123.69565217391305,446.60869565217394
121.14285714285714,454.1904761904762
119.54166666666667,449.9583333333333
123.3,463.0
125.93333333333334,464.2
123.19047619047619,459.23809523809524
116.75,460.75
110.44,460.2
114.42307692307692,448.84615384615387
118.25,444.67857142857144
97.77777777777777,404.962962962963
186.96153846153845,468.65384615384613
197.5,426.5
191.35714285714286,463.14285714285717
197.86206896551724,463.62068965517244
201.5,427.0
134.74193548387098,448.93548387096774
142.64,452.52
146.6315789473684,453.94736842105266
124.0,442.375
129.20689655172413,445.86206896551727
119.625,439.4583333333333
163.30555555555554,468.6666666666667
166.27272727272728,461.54545454545456
161.33333333333334,464.3703703703704
582.1190476190476,275.0238095238095
530.7142857142857,260.67857142857144
411.24,190.84
420.3157894736842,226.3684210526316
510.4117647058824,250.35294117647058
511.85714285714283,246.52380952380952
506.22727272727275,249.9090909090909
496.6875,262.6875
510.0,254.0
556.9615384615385,234.03846153846155
512.3214285714286,242.17857142857142
514.44,256.16
514.7391304347826,250.82608695652175
517.8,246.73333333333332
523.7826086956521,258.30434782608694
518.3214285714286,258.32142857142856
519.85,262.0
526.0,262.1818181818182
527.1923076923077,255.65384615384616
522.9285714285714,251.64285714285714
519.0,252.75
254.12,304.56
257.4583333333333,308.3333333333333
221.6875,306.75
228.30232558139534,304.2325581395349
223.7560975609756,299.4634146341463
217.0952380952381,300.0
222.76,258.56
227.26923076923077,256.46153846153845
235.43589743589743,307.1794871794872
243.390243902439,309.3658536585366
246.625,304.875
211.57142857142858,324.42857142857144
215.6086956521739,327.9130434782609
246.15384615384616,240.1153846153846
260.7692307692308,249.96153846153845
266.69565217391306,204.04347826086956
175.27586206896552,260.51724137931035
180.33333333333334,261.03333333333336
2.3529411764705883,130.5
8.193548387096774,132.96774193548387
2.5277777777777777,136.55555555555554
46.724137931034484,153.51724137931035
67.93548387096774,137.41935483870967
50.06896551724138,148.41379310344828
41.44827586206897,154.6551724137931
41.0,161.21875
104.97058823529412,211.97058823529412
105.0,205.66666666666666
44.266666666666666,214.53333333333333
47.58064516129032,202.83870967741936
52.205128205128204,206.66666666666666
93.61290322580645,205.61290322580646
99.62068965517241,209.82758620689654
88.46341463414635,215.0
51.733333333333334,212.46666666666667
88.23684210526316,208.0
93.91428571428571,211.5142857142857
51.698113207547166,218.96226415094338
47.92307692307692,252.3846153846154
52.625,250.20833333333334
53.666666666666664,246.0
87.72,240.24
168.1904761904762,170.42857142857142
106.48148148148148,217.74074074074073
345.6,174.84
330.9655172413793,228.79310344827587
299.0952380952381,210.8095238095238
363.8965517241379,215.24137931034483
355.1333333333333,222.9
350.4642857142857,227.82142857142858
87.0,14.166666666666666
2.272727272727273,160.4090909090909
93.91428571428571,327.54285714285714
43.891304347826086,227.7608695652174
42.833333333333336,235.41666666666666
7.777777777777778,217.03703703703704
2.3529411764705883,214.5
518.36,318.2
517.56,313.68
545.918918918919,358.86486486486484
538.7179487179487,359.5897435897436
544.2285714285714,364.0857142857143
523.6756756756756,344.5945945945946
517.0,344.2926829268293
517.65,338.85
542.1333333333333,350.3
540.1714285714286,354.48571428571427
548.1764705882352,353.8529411764706
541.5428571428571,368.7142857142857
492.24,412.64
535.0,440.72
418.76,463.64
405.0,462.6470588235294
435.0,424.4102564102564
430.25714285714287,462.1714285714286
398.8,453.76666666666665
393.5151515151515,452.1515151515151
410.93939393939394,418.3636363636364
404.15,454.65
403.8095238095238,458.3333333333333
382.8666666666667,451.26666666666665
388.6756756756757,449.5405405405405
377.4375,449.625
331.94736842105266,436.6842105263158
326.6363636363636,436.0
258.04545454545456,331.6818181818182
258.9259259259259,317.85185185185185
253.82758620689654,326.7931034482759
268.13793103448273,341.37931034482756
380.9047619047619,259.6190476190476
262.55263157894734,289.1578947368421
320.7692307692308,229.84615384615384
342.0571428571429,234.94285714285715
336.2258064516129,237.58064516129033
336.258064516129,231.6451612903226
340.19354838709677,227.90322580645162
446.09090909090907,258.3181818181818
437.08,259.44
441.9375,259.8125
443.1290322580645,281.19354838709677
485.0810810810811,237.64864864864865
479.9,235.35
364.44444444444446,469.0
366.09090909090907,464.8181818181818
361.04545454545456,464.72727272727275
295.10526315789474,444.57894736842104
299.77272727272725,444.90909090909093
293.85,440.7
298.9,440.45
287.44444444444446,465.6666666666667
272.24,447.68
274.45454545454544,452.1363636363636
283.1304347826087,468.95652173913044
278.0,468.8
273.22727272727275,469.0
263.0,455.85714285714283
258.6190476190476,458.0
263.125,451.0
258.3478260869565,453.39130434782606
268.56,452.6
262.8888888888889,460.55555555555554
325.5925925925926,455.18518518518516
342.85,452.4
339.375,454.4583333333333
341.32,459.52
186.56666666666666,259.76666666666665
186.5,276.875
200.19230769230768,291.7692307692308
194.96666666666667,289.4
195.65217391304347,294.95652173913044
201.73076923076923,296.0769230769231
206.28947368421052,290.1578947368421
214.06666666666666,260.43333333333334
209.21875,276.90625
87.8125,233.9375
200.92,330.04
206.40740740740742,328.962962962963
210.69565217391303,329.04347826086956
217.09375,332.40625
223.12121212121212,342.42424242424244
217.44827586206895,344.3103448275862
249.38888888888889,378.55555555555554
257.7037037037037,395.77777777777777
254.2962962962963,399.037037037037
256.75,363.875
254.6,366.93333333333334
251.5,367.8333333333333
246.1875,369.8125
246.5,373.2857142857143
251.05882352941177,371.2352941176471
224.77777777777777,364.48148148148147
220.96774193548387,394.03225806451616
207.56,416.32
214.95833333333334,396.75
216.68,418.16
222.60714285714286,418.0357142857143
217.32,423.16
219.40740740740742,414.037037037037
211.44444444444446,420.4074074074074
251.57894736842104,410.7368421052632
175.5,468.3333333333333
169.5609756097561,467.9268292682927
175.14285714285714,462.64285714285717
181.5,468.47058823529414
179.85714285714286,462.89285714285717
201.17391304347825,414.7391304347826
203.73684210526315,418.7368421052632
201.75,423.25
146.25,337.0833333333333
165.96774193548387,323.93548387096774
168.63888888888889,329.19444444444446
170.89285714285714,322.2857142857143
153.8,327.1142857142857
140.10714285714286,468.5
151.625,465.0
145.25925925925927,464.18518518518516
115.95238095238095,468.0
120.44444444444444,464.44444444444446
119.36842105263158,469.05263157894734
115.9375,463.6875
112.23529411764706,465.05882352941177
102.96153846153847,452.6923076923077
109.0,450.06666666666666
97.77777777777777,410.037037037037
88.97368421052632,428.7368421052632
74.92307692307692,459.7692307692308
91.58333333333333,450.7916666666667
94.65384615384616,454.53846153846155
87.38461538461539,447.0
254.5,468.54545454545456
250.0,468.8
195.89285714285714,468.5
200.57692307692307,468.0769230769231
191.30769230769232,468.1923076923077
171.3684210526316,419.6842105263158
168.75,422.95
522.9090909090909,315.90909090909093
522.2727272727273,311.22727272727275
517.7307692307693,292.7692307692308
589.0172413793103,297.9655172413793
576.4285714285714,262.0
578.9459459459459,268.1621621621622
584.5405405405405,268.9189189189189
545.76,285.68
534.2857142857143,264.7142857142857
567.64,248.0
537.2666666666667,268.3333333333333
575.6129032258065,387.35483870967744
597.578947368421,408.89473684210526
399.62068965517244,242.0
399.03225806451616,236.80645161290323
393.80555555555554,240.30555555555554
386.962962962963,251.55555555555554
383.07142857142856,255.5
380.0,251.19354838709677
384.35714285714283,247.64285714285714
388.46875,244.03125
425.1363636363636,225.27272727272728
429.96153846153845,224.53846153846155
416.06451612903226,188.83870967741936
392.04347826086956,198.52173913043478
418.41379310344826,157.86206896551724
489.93548387096774,234.96774193548387
494.47058823529414,231.6764705882353
427.2083333333333,235.29166666666666
440.35,250.45
444.05555555555554,253.88888888888889
437.05263157894734,254.21052631578948
440.88235294117646,256.11764705882354
500.1578947368421,265.6842105263158
504.44444444444446,269.3333333333333
596.28,348.16
589.0625,347.3958333333333
590.5416666666666,324.5
596.3877551020408,320.46938775510205
539.483870967742,216.51612903225808
561.3214285714286,239.14285714285714
564.6086956521739,243.56521739130434
534.625,212.375
529.918918918919,208.21621621621622
544.2222222222222,214.44444444444446
544.7352941176471,194.1764705882353
500.29411764705884,269.29411764705884
503.9,274.0
507.8095238095238,273.42857142857144
504.3333333333333,278.7916666666667
508.75,280.7916666666667
592.1428571428571,263.2142857142857
590.6842105263158,268.9736842105263
587.0333333333333,262.9
582.1875,262.125
515.3076923076923,133.84615384615384
528.3589743589744,134.71794871794873
528.2222222222222,129.11111111111111
491.219512195122,141.3170731707317
509.0,131.5
524.625,205.5625
500.0967741935484,154.41935483870967
519.0666666666667,158.2
259.8076923076923,302.65384615384613
259.175,295.975
265.1470588235294,294.11764705882354
213.225,293.775
211.52777777777777,286.80555555555554
214.17073170731706,279.5853658536585
240.79166666666666,241.70833333333334
245.79166666666666,244.70833333333334
250.92307692307693,247.92307692307693
266.25714285714287,259.37142857142857
259.275,283.525
272.53333333333336,267.93333333333334
269.8888888888889,263.25
251.5,274.46666666666664
255.6,278.3142857142857
237.8684210526316,296.07894736842104
240.7906976744186,302.06976744186045
234.625,301.78125
230.89473684210526,297.6578947368421
233.60526315789474,291.39473684210526
249.23529411764707,280.20588235294116
252.68421052631578,284.6842105263158
256.1463414634146,289.9756097560976
254.76,239.92
250.44,237.32
251.24,243.2
256.10714285714283,246.82142857142858
273.1923076923077,207.53846153846155
270.9047619047619,203.23809523809524
276.18518518518516,203.55555555555554
240.64285714285714,231.71428571428572
245.73333333333332,234.56666666666666
240.69230769230768,237.03846153846155
261.0,168.0
266.04,168.88
256.77272727272725,198.5
249.72,195.32
232.0,189.57142857142858
169.34615384615384,260.7307692307692
533.5,121.5
528.2727272727273,123.54545454545455
533.2758620689655,127.48275862068965
538.2173913043479,125.91304347826087
544.0344827586207,178.0344827586207
545.1428571428571,172.57142857142858
539.625,174.9375
551.7794117647059,135.33823529411765
592.0344827586207,28.482758620689655
596.7777777777778,33.888888888888886
596.7777777777778,38.96296296296296
29.318181818181817,48.54545454545455
13.25,70.83333333333333
13.96875,111.09375
78.11111111111111,120.48148148148148
75.3030303030303,115.42424242424242
70.0909090909091,103.27272727272727
68.5,73.5
62.6,83.76
68.5,79.5
96.6923076923077,200.96153846153845
57.05882352941177,180.64705882352942
45.77272727272727,191.0909090909091
42.55555555555556,194.33333333333334
47.48148148148148,196.88888888888889
45.57692307692308,165.19230769230768
