x,y
1128.497609485561,256.94052400076504
889.2840157538812,270.8896485100691
874.5019817073169,262.8037347560975
896.1793667626396,285.0904408422966
873.2501310043665,282.22754002911205
848.5739458347614,291.904216660953
1101.3057926576691,280.93022292201874
567.8649853372435,368.19302052785923
1199.419128877661,541.6260599357455
1206.0667562483254,551.4725611394787
1149.4774160265965,656.4542015361687
1162.225479485315,659.3218014081087
1136.3572278084164,652.5695210293004
820.9261153736846,297.04923273657295
834.3505231689094,294.20733682112603
823.1369458676766,283.8279126754289
881.8728743602492,296.58560343404326
1352.849924118934,271.12466977685347
1347.3354466493367,280.27547074113994
1334.9882375751292,272.2883732954178
1342.7830073741593,271.2476434754729
1326.153967731315,270.69232795521896
1317.1662301156302,269.646521433591
1122.5672156531527,279.2072072072072
1145.2713670191924,263.6250685468077
1102.6258337840593,303.7360735532721
1112.2606234491332,325.81156947890804
1115.153424657528,350.7116438356165
837.5911913449826,574.0203572114461
699.0147809728568,398.7077846457047
672.2762675195185,395.1759947323864
649.8623953098827,409.60703517587933
557.6905237662729,351.1948531637905
562.0646252228986,360.119104716227
574.2742293276217,356.4930008414289
568.488422186322,344.74351873221013
439.2941500344116,386.20848818536365
420.3657944714074,376.11795737497357
455.8823013415892,370.10252837977293
438.998095984768,360.8351346810775
888.8692203389817,477.1903050847457
878.9393765903314,473.87576335877867
864.5588723051441,301.80238805970146
845.9371815220162,306.9795338735277
922.6313764843673,425.66649941461776
930.1177957908837,430.26868446493637
938.1225618631732,433.67751091703053
878.7146413567801,411.84339505212375
946.7496772912399,437.724654949856
1362.5356473328447,274.40163608475825
1371.7837088388217,270.79889081455804
1373.2248458764698,279.8690240781669
1124.0729897118283,646.8786405282286
1111.6672191887694,639.6207585803432
837.7010917243392,278.37649868408226
856.2855640121287,282.2634737949385
861.4423748544822,269.3479336437718
841.7890484035458,249.84804267670825
846.6081341670075,266.86653421375564
831.7201323580633,261.58086613259024
1279.400376858122,270.5775001744713
1288.159741348341,270.5246078313975
1555.838528262322,262.51262987322474
1344.5549662853236,612.0897795287522
1334.974117460817,594.3513534905809
1338.12438773659,283.3731632097721
1329.580357142856,280.4081528103045
1316.7862807295814,287.4760771874174
1321.0614822928096,279.14830230010955
1481.1316970176833,267.41316970176825
1481.1507376074956,252.94015241557716
1124.1012618296536,300.9257886435332
1133.8107822410159,344.88669998078035
1202.2596775167588,316.29114076937014
867.6507548438362,472.5597457368131
870.6938158053962,481.53430957279437
881.1806625831517,483.96983468352767
874.6742942251626,491.79067090921393
867.3240599378001,499.99197059655074
843.4948162654034,552.6088008293974
840.2418412511043,563.1651224550016
847.8218651763827,542.0126906508325
987.1670150652321,758.0209039140778
717.0889722793847,477.05919380220314
686.7291666666666,443.16061827956986
715.6906479217607,465.91100244498773
749.2071487039564,454.1520873124147
747.3867534003542,442.7988862605953
662.6831513876101,428.9608707089307
669.72737057919,438.0317785750895
649.9444212866473,423.33958593858557
682.4715275994863,434.01725288831824
673.9816167664671,427.70730538922163
666.3669447245395,411.08910074250616
730.9815482039523,418.4739600393056
733.327995786147,428.6820121148276
840.6955279420571,414.248189248455
729.0005197055006,393.5440450411433
736.9262001246888,379.6013092269327
